WASH1	WASH7P	ENSG00000227232
AMACR	C1QTNF3-AMACR	ENSG00000273294
AMACR		ENSG00000289791
AMACR	AMACR	ENSG00000242110
AMACR	C1QTNF3-AMACR	ENSG00000273294
AMACR		ENSG00000289791
AMACR	AMACR	ENSG00000242110
AMACR	C1QTNF3-AMACR	ENSG00000273294
AMACR		ENSG00000289791
AMACR	AMACR	ENSG00000242110
AMACR	C1QTNF3-AMACR	ENSG00000273294
C1QTNF3	C1QTNF3	ENSG00000082196
C1QTNF3	C1QTNF3-AMACR	ENSG00000273294
C1QTNF3	C1QTNF3	ENSG00000082196
C1QTNF3	C1QTNF3-AMACR	ENSG00000273294
C1QTNF3	C1QTNF3	ENSG00000082196
C1QTNF3	C1QTNF3-AMACR	ENSG00000273294
C1QTNF3	C1QTNF3	ENSG00000082196
C1QTNF3	C1QTNF3-AMACR	ENSG00000273294
RAI14	RAI14	ENSG00000039560
RAI14	RAI14	ENSG00000039560
RAI14	RAI14	ENSG00000039560
RAI14	RAI14	ENSG00000039560
TTC23L	TTC23L	ENSG00000205838
TTC23L	TTC23L	ENSG00000205838
TTC23L	TTC23L	ENSG00000205838
TTC23L	TTC23L	ENSG00000205838
RAD1	RAD1	ENSG00000113456
RAD1	RAD1	ENSG00000113456
RAD1	RAD1	ENSG00000113456
BRIX1	BRIX1	ENSG00000113460
BRIX1	RAD1	ENSG00000113456
BRIX1	BRIX1	ENSG00000113460
BRIX1	BRIX1	ENSG00000113460
BRIX1	BRIX1	ENSG00000113460
DNAJC21	DNAJC21	ENSG00000168724
DNAJC21	DNAJC21	ENSG00000168724
DNAJC21	DNAJC21	ENSG00000168724
DNAJC21	DNAJC21	ENSG00000168724
AGXT2	AGXT2	ENSG00000113492
AGXT2	AGXT2	ENSG00000113492
AGXT2	AGXT2	ENSG00000113492
AGXT2	AGXT2	ENSG00000113492
PRLR	PRLR	ENSG00000113494
PRLR	PRLR	ENSG00000113494
PRLR	PRLR	ENSG00000113494
PRLR	PRLR	ENSG00000113494
SPEF2	SPEF2	ENSG00000152582
SPEF2	SPEF2	ENSG00000152582
SPEF2	SPEF2	ENSG00000152582
SPEF2		ENSG00000248969
SPEF2	SPEF2	ENSG00000152582
IL7R	IL7R	ENSG00000168685
IL7R	IL7R	ENSG00000168685
IL7R	IL7R	ENSG00000168685
IL7R	IL7R	ENSG00000168685
CAPSL	CAPSL	ENSG00000152611
CAPSL	CAPSL	ENSG00000152611
CAPSL	CAPSL	ENSG00000152611
CAPSL	CAPSL	ENSG00000152611
UGT3A1	UGT3A1	ENSG00000145626
UGT3A1	UGT3A1	ENSG00000145626
UGT3A1	UGT3A1	ENSG00000145626
UGT3A1	UGT3A1	ENSG00000145626
UGT3A2	UGT3A2	ENSG00000168671
UGT3A2	UGT3A2	ENSG00000168671
UGT3A2	UGT3A2	ENSG00000168671
UGT3A2	UGT3A2	ENSG00000168671
LMBRD2	LMBRD2	ENSG00000164187
LMBRD2	LMBRD2	ENSG00000164187
LMBRD2	LMBRD2	ENSG00000164187
LMBRD2	LMBRD2	ENSG00000164187
SKP2	SKP2	ENSG00000145604
SKP2	SKP2	ENSG00000145604
SKP2	SKP2	ENSG00000145604
SKP2	SKP2	ENSG00000145604
NADK2	NADK2	ENSG00000152620
NADK2	NADK2	ENSG00000152620
NADK2	NADK2	ENSG00000152620
NADK2	NADK2	ENSG00000152620
RANBP3L	RANBP3L	ENSG00000164188
RANBP3L	RANBP3L	ENSG00000164188
RANBP3L	RANBP3L	ENSG00000164188
RANBP3L	RANBP3L	ENSG00000164188
SLC1A3	SLC1A3	ENSG00000079215
SLC1A3	SLC1A3	ENSG00000079215
SLC1A3		ENSG00000250155
SLC1A3	SLC1A3	ENSG00000079215
SLC1A3		ENSG00000250155
NIPBL	NIPBL	ENSG00000164190
NIPBL	NIPBL	ENSG00000164190
NIPBL	NIPBL	ENSG00000164190
NIPBL	NIPBL	ENSG00000164190
C5orf42	CPLANE1	ENSG00000197603
C5orf42	CPLANE1	ENSG00000197603
C5orf42	CPLANE1	ENSG00000197603
C5orf42	CPLANE1	ENSG00000197603
NUP155	NUP155	ENSG00000113569
NUP155	NUP155	ENSG00000113569
NUP155	NUP155	ENSG00000113569
NUP155	NUP155	ENSG00000113569
WDR70	WDR70	ENSG00000082068
WDR70	WDR70	ENSG00000082068
WDR70	WDR70	ENSG00000082068
GDNF	GDNF	ENSG00000168621
GDNF	GDNF-AS1	ENSG00000248587
GDNF	GDNF	ENSG00000168621
GDNF	GDNF-AS1	ENSG00000248587
GDNF	GDNF	ENSG00000168621
GDNF	GDNF-AS1	ENSG00000248587
GDNF	GDNF	ENSG00000168621
GDNF	GDNF-AS1	ENSG00000248587
GDNF-AS1	GDNF-AS1	ENSG00000248587
GDNF-AS1	GDNF-AS1	ENSG00000248587
GDNF-AS1	GDNF-AS1	ENSG00000248587
GDNF-AS1	GDNF-AS1	ENSG00000248587
EGFLAM	EGFLAM	ENSG00000164318
EGFLAM	EGFLAM	ENSG00000164318
EGFLAM	EGFLAM	ENSG00000164318
EGFLAM	EGFLAM	ENSG00000164318
LIFR	LIFR	ENSG00000113594
LIFR	LIFR	ENSG00000113594
LIFR	LIFR	ENSG00000113594
LIFR	LIFR	ENSG00000113594
OSMR	OSMR	ENSG00000145623
OSMR	OSMR	ENSG00000145623
OSMR	OSMR	ENSG00000145623
OSMR	OSMR	ENSG00000145623
RICTOR	RICTOR	ENSG00000164327
RICTOR	RICTOR	ENSG00000164327
RICTOR	RICTOR	ENSG00000164327
RICTOR	RICTOR	ENSG00000164327
FYB	FYB1	ENSG00000082074
FYB	FYB1	ENSG00000082074
FYB	FYB1	ENSG00000082074
FYB	FYB1	ENSG00000082074
C9	C9	ENSG00000113600
C9	C9	ENSG00000113600
C9		ENSG00000289699
C9	C9	ENSG00000113600
C9		ENSG00000289699
C9	C9	ENSG00000113600
DAB2		ENSG00000289699
DAB2	DAB2	ENSG00000153071
DAB2		ENSG00000289699
DAB2	DAB2	ENSG00000153071
DAB2		ENSG00000289699
DAB2	DAB2	ENSG00000153071
DAB2		ENSG00000289699
DAB2	DAB2	ENSG00000153071
PTGER4	PTGER4	ENSG00000171522
PTGER4	TTC33	ENSG00000113638
PTGER4	PTGER4	ENSG00000171522
PTGER4	TTC33	ENSG00000113638
PTGER4	PTGER4	ENSG00000171522
PTGER4	TTC33	ENSG00000113638
PTGER4	PTGER4	ENSG00000171522
PTGER4	TTC33	ENSG00000113638
TTC33	TTC33	ENSG00000113638
TTC33	TTC33	ENSG00000113638
TTC33	TTC33	ENSG00000113638
TTC33	TTC33	ENSG00000113638
PRKAA1	PRKAA1	ENSG00000132356
PRKAA1	PRKAA1	ENSG00000132356
PRKAA1	PRKAA1	ENSG00000132356
PRKAA1	PRKAA1	ENSG00000132356
RPL37	RPL37	ENSG00000145592
RPL37	RPL37	ENSG00000145592
RPL37	RPL37	ENSG00000145592
CARD6	CARD6	ENSG00000132357
CARD6	CARD6	ENSG00000132357
CARD6	CARD6	ENSG00000132357
CARD6	CARD6	ENSG00000132357
C7	C7	ENSG00000112936
C7	C7	ENSG00000112936
C7	C7	ENSG00000112936
C7	C7	ENSG00000112936
MROH2B	C7	ENSG00000112936
MROH2B	MROH2B	ENSG00000171495
MROH2B	MROH2B	ENSG00000171495
MROH2B	MROH2B	ENSG00000171495
MROH2B	MROH2B	ENSG00000171495
C6	C6	ENSG00000039537
C6	C6	ENSG00000039537
C6	C6	ENSG00000039537
C6	C6	ENSG00000039537
PLCXD3	PLCXD3	ENSG00000182836
PLCXD3	PLCXD3	ENSG00000182836
PLCXD3	PLCXD3	ENSG00000182836
PLCXD3	PLCXD3	ENSG00000182836
OXCT1	OXCT1	ENSG00000083720
OXCT1	OXCT1	ENSG00000083720
OXCT1	OXCT1	ENSG00000083720
OXCT1	OXCT1	ENSG00000083720
C5orf51	RIMOC1	ENSG00000205765
C5orf51	RIMOC1	ENSG00000205765
C5orf51	RIMOC1	ENSG00000205765
C5orf51	RIMOC1	ENSG00000205765
FBXO4	FBXO4	ENSG00000151876
FBXO4	FBXO4	ENSG00000151876
FBXO4	FBXO4	ENSG00000151876
FBXO4	FBXO4	ENSG00000151876
GHR	GHR	ENSG00000112964
GHR	GHR	ENSG00000112964
GHR	GHR	ENSG00000112964
GHR	GHR	ENSG00000112964
CCDC152	CCDC152	ENSG00000198865
CCDC152	CCDC152	ENSG00000198865
CCDC152	CCDC152	ENSG00000198865
CCDC152	CCDC152	ENSG00000198865
SEPP1	SELENOP	ENSG00000250722
SEPP1	SELENOP	ENSG00000250722
SEPP1	SELENOP	ENSG00000250722
SEPP1	SELENOP	ENSG00000250722
ANXA2R	ANXA2R-OT1	ENSG00000177738
ANXA2R	ANXA2R	ENSG00000177721
ANXA2R	ANXA2R-OT1	ENSG00000177738
ANXA2R	ANXA2R	ENSG00000177721
ANXA2R	ANXA2R-OT1	ENSG00000177738
ANXA2R	ANXA2R	ENSG00000177721
ANXA2R	ANXA2R-OT1	ENSG00000177738
ANXA2R	ANXA2R	ENSG00000177721
ZNF131	ZNF131	ENSG00000172262
ZNF131	ZNF131	ENSG00000172262
ZNF131	ZNF131	ENSG00000172262
NIM1K	NIM1K	ENSG00000177453
NIM1K	NIM1K	ENSG00000177453
NIM1K	NIM1K	ENSG00000177453
NIM1K	NIM1K	ENSG00000177453
HMGCS1	HMGCS1	ENSG00000112972
HMGCS1	HMGCS1	ENSG00000112972
HMGCS1	HMGCS1	ENSG00000112972
HMGCS1	HMGCS1	ENSG00000112972
CCL28	CCL28	ENSG00000151882
CCL28	CCL28	ENSG00000151882
CCL28	CCL28	ENSG00000151882
CCL28	CCL28	ENSG00000151882
C5orf28	TMEM267	ENSG00000151881
C5orf28	TMEM267	ENSG00000151881
C5orf28	TMEM267	ENSG00000151881
C5orf28	TMEM267	ENSG00000151881
C5orf34		ENSG00000249492
C5orf34	C5orf34	ENSG00000172244
C5orf34		ENSG00000249492
C5orf34	C5orf34	ENSG00000172244
C5orf34		ENSG00000249492
C5orf34	C5orf34	ENSG00000172244
C5orf34		ENSG00000249492
C5orf34	C5orf34	ENSG00000172244
PAIP1	PAIP1	ENSG00000172239
PAIP1	PAIP1	ENSG00000172239
PAIP1	PAIP1	ENSG00000172239
NNT	NNT	ENSG00000112992
NNT	NNT	ENSG00000112992
NNT	NNT	ENSG00000112992
NNT	NNT	ENSG00000112992
FGF10	FGF10	ENSG00000070193
FGF10	FGF10	ENSG00000070193
FGF10	FGF10	ENSG00000070193
FGF10	FGF10	ENSG00000070193
MRPS30	MRPS30	ENSG00000112996
MRPS30	MRPS30	ENSG00000112996
MRPS30	MRPS30	ENSG00000112996
MRPS30	MRPS30	ENSG00000112996
HCN1	HCN1	ENSG00000164588
HCN1	HCN1	ENSG00000164588
HCN1	HCN1	ENSG00000164588
HCN1	HCN1	ENSG00000164588
EMB	EMB	ENSG00000170571
EMB	EMB	ENSG00000170571
EMB	EMB	ENSG00000170571
PARP8	PARP8	ENSG00000151883
PARP8	PARP8	ENSG00000151883
PARP8	PARP8	ENSG00000151883
PARP8	PARP8	ENSG00000151883
ISL1	ISL1	ENSG00000016082
ISL1	ISL1	ENSG00000016082
ISL1	ISL1	ENSG00000016082
ISL1	ISL1	ENSG00000016082
PELO	PELO	ENSG00000152684
PELO	ITGA1	ENSG00000213949
PELO	PELO	ENSG00000152684
PELO	ITGA1	ENSG00000213949
PELO	PELO	ENSG00000152684
PELO	ITGA1	ENSG00000213949
PELO	PELO	ENSG00000152684
PELO	ITGA1	ENSG00000213949
ITGA1		ENSG00000288539
ITGA1	ITGA1	ENSG00000213949
ITGA1	ITGA1	ENSG00000213949
ITGA1	ITGA1	ENSG00000213949
ITGA1	ITGA1	ENSG00000213949
ITGA2	ITGA2	ENSG00000164171
ITGA2	ITGA2	ENSG00000164171
ITGA2	ITGA2	ENSG00000164171
ITGA2	ITGA2	ENSG00000164171
MOCS2	MOCS2	ENSG00000164172
MOCS2	MOCS2	ENSG00000164172
MOCS2	MOCS2	ENSG00000164172
MOCS2	MOCS2	ENSG00000164172
FST	FST	ENSG00000134363
FST	FST	ENSG00000134363
FST	FST	ENSG00000134363
FST	FST	ENSG00000134363
NDUFS4	NDUFS4	ENSG00000164258
NDUFS4	NDUFS4	ENSG00000164258
NDUFS4	NDUFS4	ENSG00000164258
NDUFS4	NDUFS4	ENSG00000164258
ARL15	ARL15	ENSG00000185305
ARL15	ARL15	ENSG00000185305
ARL15	ARL15	ENSG00000185305
ARL15	ARL15	ENSG00000185305
HSPB3	HSPB3	ENSG00000169271
HSPB3	HSPB3	ENSG00000169271
HSPB3	HSPB3	ENSG00000169271
HSPB3	HSPB3	ENSG00000169271
SNX18	SNX18	ENSG00000178996
SNX18	SNX18	ENSG00000178996
SNX18	SNX18	ENSG00000178996
SNX18	SNX18	ENSG00000178996
ESM1	ESM1	ENSG00000164283
ESM1	ESM1	ENSG00000164283
ESM1	ESM1	ENSG00000164283
ESM1	ESM1	ENSG00000164283
GZMK		ENSG00000240535
GZMK	GZMK	ENSG00000113088
GZMK		ENSG00000240535
GZMK	GZMK	ENSG00000113088
GZMK		ENSG00000240535
GZMK	GZMK	ENSG00000113088
GZMK		ENSG00000240535
GZMK	GZMK	ENSG00000113088
GZMA	GZMA	ENSG00000145649
GZMA	GZMA	ENSG00000145649
GZMA	GZMA	ENSG00000145649
GZMA	GZMA	ENSG00000145649
CDC20B	CDC20B	ENSG00000164287
CDC20B	CDC20B	ENSG00000164287
CDC20B	CDC20B	ENSG00000164287
CDC20B	CDC20B	ENSG00000164287
GPX8	CDC20B	ENSG00000164287
GPX8	GPX8	ENSG00000164294
GPX8	CDC20B	ENSG00000164287
GPX8	GPX8	ENSG00000164294
GPX8	CDC20B	ENSG00000164287
GPX8	GPX8	ENSG00000164294
GPX8	CDC20B	ENSG00000164287
GPX8	GPX8	ENSG00000164294
MCIDAS	MCIDAS	ENSG00000234602
MCIDAS	MCIDAS	ENSG00000234602
MCIDAS	MCIDAS	ENSG00000234602
MCIDAS	MCIDAS	ENSG00000234602
CCNO	CCNO	ENSG00000152669
CCNO	CCNO	ENSG00000152669
CCNO	CCNO	ENSG00000152669
CCNO	CCNO	ENSG00000152669
DHX29	CCNO-DT	ENSG00000251307
DHX29	DHX29	ENSG00000067248
DHX29	CCNO-DT	ENSG00000251307
DHX29	DHX29	ENSG00000067248
DHX29	DHX29	ENSG00000067248
DHX29	DHX29	ENSG00000067248
SKIV2L2	MTREX	ENSG00000039123
SKIV2L2	MTREX	ENSG00000039123
SKIV2L2	MTREX	ENSG00000039123
SKIV2L2	MTREX	ENSG00000039123
PPAP2A	PLPP1	ENSG00000067113
PPAP2A	PLPP1	ENSG00000067113
PPAP2A	PLPP1	ENSG00000067113
PPAP2A	PLPP1	ENSG00000067113
SLC38A9	SLC38A9	ENSG00000177058
SLC38A9	SLC38A9	ENSG00000177058
SLC38A9	SLC38A9	ENSG00000177058
SLC38A9	SLC38A9	ENSG00000177058
DDX4	DDX4	ENSG00000152670
DDX4	SLC38A9	ENSG00000177058
DDX4	DDX4	ENSG00000152670
DDX4	DDX4	ENSG00000152670
DDX4	DDX4	ENSG00000152670
IL31RA	IL31RA	ENSG00000164509
IL31RA	IL31RA	ENSG00000164509
IL31RA	IL31RA	ENSG00000164509
IL31RA	IL31RA	ENSG00000164509
IL6ST	IL6ST	ENSG00000134352
IL6ST	IL6ST	ENSG00000134352
IL6ST	IL6ST	ENSG00000134352
IL6ST	IL6ST	ENSG00000134352
ANKRD55	ANKRD55	ENSG00000164512
ANKRD55	ANKRD55	ENSG00000164512
ANKRD55	ANKRD55	ENSG00000164512
ANKRD55	ANKRD55	ENSG00000164512
RPL26	RPL26P19	ENSG00000226221
C5orf67	C5orf67	ENSG00000225940
C5orf67	C5orf67	ENSG00000225940
C5orf67	C5orf67	ENSG00000225940
C5orf67	C5orf67	ENSG00000225940
MAP3K1		ENSG00000237705
MAP3K1	MAP3K1	ENSG00000095015
MAP3K1	MAP3K1	ENSG00000095015
MAP3K1	MAP3K1	ENSG00000095015
MAP3K1	MAP3K1	ENSG00000095015
SETD9	SETD9	ENSG00000155542
SETD9	SETD9	ENSG00000155542
SETD9	SETD9	ENSG00000155542
SETD9	SETD9	ENSG00000155542
MIER3	MIER3	ENSG00000155545
MIER3	MIER3	ENSG00000155545
MIER3	MIER3	ENSG00000155545
MIER3	MIER3	ENSG00000155545
GPBP1	GPBP1	ENSG00000062194
GPBP1	GPBP1	ENSG00000062194
GPBP1	GPBP1	ENSG00000062194
GPBP1	GPBP1	ENSG00000062194
ACTBL2	ACTBL2	ENSG00000169067
ACTBL2	RMEL3	ENSG00000250961
ACTBL2	ACTBL2	ENSG00000169067
ACTBL2	RMEL3	ENSG00000250961
ACTBL2	ACTBL2	ENSG00000169067
ACTBL2	RMEL3	ENSG00000250961
HCFC2	RMEL3	ENSG00000250961
PLK2	PLK2	ENSG00000145632
PLK2	PLK2	ENSG00000145632
PLK2	PLK2	ENSG00000145632
PLK2	PLK2	ENSG00000145632
GAPT	GAPT	ENSG00000175857
GAPT	GAPT	ENSG00000175857
GAPT	GAPT	ENSG00000175857
GAPT	GAPT	ENSG00000175857
RAB3C	RAB3C	ENSG00000152932
RAB3C	RAB3C	ENSG00000152932
RAB3C	RAB3C	ENSG00000152932
RAB3C	RAB3C	ENSG00000152932
PDE4D	PDE4D	ENSG00000113448
PDE4D	PDE4D	ENSG00000113448
PDE4D	PDE4D	ENSG00000113448
PDE4D	PDE4D	ENSG00000113448
DEPDC1B	DEPDC1B	ENSG00000035499
DEPDC1B	DEPDC1B	ENSG00000035499
DEPDC1B	DEPDC1B	ENSG00000035499
DEPDC1B	DEPDC1B	ENSG00000035499
ELOVL7	ELOVL7	ENSG00000164181
ELOVL7	ELOVL7	ENSG00000164181
ELOVL7	ELOVL7	ENSG00000164181
ELOVL7	ELOVL7	ENSG00000164181
ERCC8	ERCC8	ENSG00000049167
ERCC8	ERCC8	ENSG00000049167
ERCC8	ERCC8	ENSG00000049167
ERCC8	ERCC8	ENSG00000049167
NDUFAF2	NDUFAF2	ENSG00000164182
NDUFAF2	NDUFAF2	ENSG00000164182
NDUFAF2	NDUFAF2	ENSG00000164182
SMIM15	SMIM15	ENSG00000188725
SMIM15	SMIM15	ENSG00000188725
SMIM15	SMIM15	ENSG00000188725
SMIM15	SMIM15	ENSG00000188725
ZSWIM6	ZSWIM6	ENSG00000130449
ZSWIM6	ZSWIM6	ENSG00000130449
ZSWIM6	ZSWIM6	ENSG00000130449
ZSWIM6	ZSWIM6	ENSG00000130449
C5orf64		ENSG00000248529
C5orf64	C5orf64	ENSG00000178722
C5orf64		ENSG00000248529
C5orf64	C5orf64	ENSG00000178722
C5orf64		ENSG00000248529
C5orf64	C5orf64	ENSG00000178722
C5orf64	C5orf64	ENSG00000178722
KIF2A	KIF2A	ENSG00000068796
KIF2A		ENSG00000288643
KIF2A	DIMT1	ENSG00000086189
KIF2A	KIF2A	ENSG00000068796
KIF2A		ENSG00000288643
KIF2A	DIMT1	ENSG00000086189
KIF2A	KIF2A	ENSG00000068796
KIF2A		ENSG00000288643
KIF2A	DIMT1	ENSG00000086189
KIF2A	KIF2A	ENSG00000068796
KIF2A		ENSG00000288643
KIF2A	DIMT1	ENSG00000086189
DIMT1		ENSG00000288643
DIMT1	DIMT1	ENSG00000086189
DIMT1		ENSG00000288643
DIMT1	DIMT1	ENSG00000086189
DIMT1		ENSG00000288643
DIMT1	DIMT1	ENSG00000086189
DIMT1		ENSG00000288643
DIMT1	DIMT1	ENSG00000086189
IPO11		ENSG00000288643
IPO11	IPO11	ENSG00000086200
IPO11		ENSG00000288643
IPO11	IPO11	ENSG00000086200
IPO11		ENSG00000288643
IPO11	IPO11	ENSG00000086200
IPO11		ENSG00000288643
IPO11	IPO11	ENSG00000086200
LRRC70	LRRC70	ENSG00000186105
LRRC70	IPO11	ENSG00000086200
LRRC70	LRRC70	ENSG00000186105
LRRC70	IPO11	ENSG00000086200
LRRC70	LRRC70	ENSG00000186105
LRRC70	IPO11	ENSG00000086200
LRRC70	LRRC70	ENSG00000186105
LRRC70	IPO11	ENSG00000086200
HTR1A	HTR1A	ENSG00000178394
HTR1A		ENSG00000248285
HTR1A	HTR1A	ENSG00000178394
HTR1A		ENSG00000248285
HTR1A	HTR1A	ENSG00000178394
HTR1A		ENSG00000248285
HTR1A	HTR1A	ENSG00000178394
HTR1A		ENSG00000248285
RNF180	RNF180	ENSG00000164197
RNF180	RNF180	ENSG00000164197
RNF180	RNF180	ENSG00000164197
RNF180	RNF180	ENSG00000164197
RGS7BP	RGS7BP	ENSG00000186479
RGS7BP	RGS7BP	ENSG00000186479
RGS7BP	RGS7BP	ENSG00000186479
RGS7BP	RGS7BP	ENSG00000186479
FAM159B	SHISAL2B	ENSG00000145642
FAM159B	SHISAL2B	ENSG00000145642
FAM159B	SHISAL2B	ENSG00000145642
FAM159B	SHISAL2B	ENSG00000145642
SREK1IP1	SREK1IP1	ENSG00000153006
SREK1IP1	SREK1IP1	ENSG00000153006
SREK1IP1	SREK1IP1	ENSG00000153006
SREK1IP1	SREK1IP1	ENSG00000153006
CWC27	CWC27	ENSG00000153015
CWC27	CWC27	ENSG00000153015
CWC27	CWC27	ENSG00000153015
CWC27	CWC27	ENSG00000153015
ADAMTS6	ADAMTS6	ENSG00000049192
ADAMTS6	ADAMTS6	ENSG00000049192
ADAMTS6	ADAMTS6	ENSG00000049192
ADAMTS6	ADAMTS6	ENSG00000049192
CENPK	CENPK	ENSG00000123219
CENPK	CENPK	ENSG00000123219
CENPK	CENPK	ENSG00000123219
CENPK	CENPK	ENSG00000123219
PPWD1	PPWD1	ENSG00000113593
PPWD1	PPWD1	ENSG00000113593
PPWD1	PPWD1	ENSG00000113593
PPWD1	PPWD1	ENSG00000113593
TRIM23	TRIM23	ENSG00000113595
TRIM23	TRIM23	ENSG00000113595
TRIM23	TRIM23	ENSG00000113595
TRIM23	TRIM23	ENSG00000113595
TRAPPC13	TRAPPC13	ENSG00000113597
TRAPPC13	TRAPPC13	ENSG00000113597
TRAPPC13	TRAPPC13	ENSG00000113597
TRAPPC13	TRAPPC13	ENSG00000113597
SGTB	SGTB	ENSG00000197860
SGTB	SGTB	ENSG00000197860
SGTB	SGTB	ENSG00000197860
SGTB	SGTB	ENSG00000197860
NLN	NLN	ENSG00000123213
NLN	NLN	ENSG00000123213
NLN	NLN	ENSG00000123213
NLN	NLN	ENSG00000123213
ERBB2IP	ERBIN	ENSG00000112851
ERBB2IP	ERBIN	ENSG00000112851
ERBB2IP	ERBIN	ENSG00000112851
ERBB2IP	ERBIN	ENSG00000112851
SREK1	SREK1	ENSG00000153914
SREK1	SREK1	ENSG00000153914
SREK1	SREK1	ENSG00000153914
SREK1	SREK1	ENSG00000153914
MAST4	MAST4	ENSG00000069020
MAST4	MAST4	ENSG00000069020
MAST4	MAST4	ENSG00000069020
MAST4	MAST4	ENSG00000069020
CD180	CD180	ENSG00000134061
CD180	CD180	ENSG00000134061
CD180	CD180	ENSG00000134061
CD180	CD180	ENSG00000134061
EEF1B2	EEF1B2P2	ENSG00000213864
PIK3R1	PIK3R1	ENSG00000145675
PIK3R1	PIK3R1	ENSG00000145675
PIK3R1	PIK3R1	ENSG00000145675
PIK3R1	PIK3R1	ENSG00000145675
SLC30A5	SLC30A5	ENSG00000145740
SLC30A5	SLC30A5	ENSG00000145740
SLC30A5		ENSG00000248664
SLC30A5	SLC30A5	ENSG00000145740
SLC30A5		ENSG00000248664
SLC30A5	SLC30A5	ENSG00000145740
SLC30A5		ENSG00000248664
CCNB1	CCNB1	ENSG00000134057
CCNB1	CCNB1	ENSG00000134057
CCNB1	CCNB1	ENSG00000134057
CCNB1	CCNB1	ENSG00000134057
CENPH	CENPH	ENSG00000153044
CENPH	CENPH	ENSG00000153044
CENPH	CENPH	ENSG00000153044
CENPH	CENPH	ENSG00000153044
MRPS36	MRPS36	ENSG00000134056
MRPS36	MRPS36	ENSG00000134056
MRPS36	MRPS36	ENSG00000134056
MRPS36	MRPS36	ENSG00000134056
CDK7	CDK7	ENSG00000134058
CDK7	CDK7	ENSG00000134058
CDK7	CDK7	ENSG00000134058
CCDC125	CCDC125	ENSG00000183323
CCDC125	CCDC125	ENSG00000183323
CCDC125	CCDC125	ENSG00000183323
CCDC125	CCDC125	ENSG00000183323
AK6	AK6	ENSG00000085231
AK6	AK6	ENSG00000085231
AK6	AK6	ENSG00000085231
TAF9	AK6	ENSG00000085231
TAF9	TAF9	ENSG00000273841
TAF9	AK6	ENSG00000085231
TAF9	TAF9	ENSG00000273841
TAF9	AK6	ENSG00000085231
TAF9	TAF9	ENSG00000273841
TAF9	AK6	ENSG00000085231
TAF9	TAF9	ENSG00000273841
AK6	AK6	ENSG00000085231
AK6	TAF9	ENSG00000273841
RAD17	RAD17	ENSG00000152942
RAD17	RAD17	ENSG00000152942
RAD17	RAD17	ENSG00000152942
MARVELD2	MARVELD2	ENSG00000152939
MARVELD2	MARVELD2	ENSG00000152939
MARVELD2	MARVELD2	ENSG00000152939
MARVELD2	MARVELD2	ENSG00000152939
OCLN	OCLN	ENSG00000197822
OCLN	OCLN	ENSG00000197822
OCLN	OCLN	ENSG00000197822
OCLN	OCLN	ENSG00000197822
GTF2H2C	GTF2H2C	ENSG00000183474
GTF2H2	GTF2H2C	ENSG00000183474
GTF2H2C	GTF2H2C	ENSG00000183474
GTF2H2	GTF2H2C	ENSG00000183474
SERF1A	SERF1B	ENSG00000205572
SERF1A	SERF1B	ENSG00000205572
SMN1	SMN2	ENSG00000205571
SMN1	SMN2	ENSG00000205571
SMN2	SMN2	ENSG00000205571
SMN2	SMN2	ENSG00000205571
SMN1	SMN2	ENSG00000205571
SMN2	SMN2	ENSG00000205571
NAIP	NAIPP2	ENSG00000179978
GTF2H2	GTF2H2B	ENSG00000226259
GTF2H2		ENSG00000291220
GTF2H2C	GTF2H2B	ENSG00000226259
GTF2H2C		ENSG00000291220
SERF1A	SERF1A	ENSG00000172058
SERF1A	SERF1A	ENSG00000172058
SMN2	SMN1	ENSG00000172062
SMN1	SMN1	ENSG00000172062
NAIP	NAIP	ENSG00000249437
NAIP	NAIP	ENSG00000249437
GTF2H2	GTF2H2	ENSG00000145736
GTF2H2C	GTF2H2	ENSG00000145736
NAIP	NAIPP4	ENSG00000251634
BDP1	BDP1	ENSG00000145734
BDP1	BDP1	ENSG00000145734
BDP1	BDP1	ENSG00000145734
BDP1	BDP1	ENSG00000145734
MCCC2	MCCC2	ENSG00000131844
MCCC2	MCCC2	ENSG00000131844
MCCC2	MCCC2	ENSG00000131844
MCCC2	MCCC2	ENSG00000131844
CARTPT	CARTPT	ENSG00000164326
CARTPT	CARTPT	ENSG00000164326
CARTPT	CARTPT	ENSG00000164326
CARTPT	CARTPT	ENSG00000164326
MAP1B	MAP1B	ENSG00000131711
MAP1B	MAP1B	ENSG00000131711
MAP1B	MAP1B	ENSG00000131711
MAP1B	MAP1B	ENSG00000131711
MRPS27	MRPS27	ENSG00000113048
MRPS27	MRPS27	ENSG00000113048
MRPS27	MRPS27	ENSG00000113048
MRPS27	MRPS27	ENSG00000113048
PTCD2	MRPS27	ENSG00000113048
PTCD2	PTCD2	ENSG00000049883
PTCD2	PTCD2	ENSG00000049883
PTCD2	PTCD2	ENSG00000049883
PTCD2	PTCD2	ENSG00000049883
ZNF366	ZNF366	ENSG00000178175
ZNF366	ZNF366	ENSG00000178175
ZNF366	ZNF366	ENSG00000178175
ZNF366	ZNF366	ENSG00000178175
TNPO1	TNPO1	ENSG00000083312
TNPO1	TNPO1	ENSG00000083312
TNPO1	TNPO1	ENSG00000083312
TNPO1	TNPO1	ENSG00000083312
